6 2 95 3932160
32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 
2 32 0 0
2 33 122874656 40518500
2 34 121585751 0
2 35 273510613 107351428
2 36 272131729 159508431
2 37 277224865 137843137
2 38 291764777 173045643
2 39 63319335 0
2 40 127037981 102261178
2 41 129932689 99132602
2 42 175879777 0
2 43 150814010 41401528
2 44 0 108405296
2 45 66039357 0
2 46 0 58526410
2 47 111167691 70807262
2 48 307494457 126186386
2 49 157642500 122888013
2 50 168358894 133347193
2 51 189253516 99273510
2 52 217381803 124429112
2 53 205323882 96537165
2 54 227980242 124610488
2 55 186773678 54992074
2 56 281547264 136719561
2 57 265498896 87131894
2 58 49615114 49615119
2 59 49615114 108405390
2 60 101434412 61333466
2 61 100496044 69759300
2 62 101387512 60697425
2 63 166148868 40267718
2 64 329217588 241969529
2 65 217276194 150804063
2 66 292484313 135703744
2 67 167381769 111694139
2 68 255807488 137477463
2 69 218414705 107984687
2 70 218474659 51284240
2 71 233788188 140644393
2 72 269929347 100312920
2 73 168502128 112334978
2 74 159832515 93509474
2 75 226813680 111927514
2 76 108295213 109444216
2 77 335368310 94213213
2 78 297349126 134798157
2 79 250642532 132882734
2 80 277498347 50156120
2 81 251120796 208638616
2 82 276324485 105915774
2 83 202623418 113475016
2 84 186916584 50719840
2 85 212996486 129384204
2 86 225844628 93969514
2 87 264140721 161027231
2 88 223608553 120837745
2 89 217186614 50719840
2 90 194399701 134954448
2 91 145907394 123431309
2 92 111167686 70807248
2 93 147105485 124358525
2 94 128041552 0
2 95 0 109183187
2 96 34708994 0
2 97 169347763 141681577
2 98 230363830 127154352
2 99 115884948 98529663
2 100 218252417 140461738
