32 2 0 0
32 3 0 0
32 4 0 0
32 5 0 0
32 6 0 0
32 7 0 0
33 2 40518500 122874656
33 3 48906396 114486760
33 4 57525498 105867658
33 5 66375805 97017351
33 6 75457317 87935839
33 7 84770034 78623122
34 2 0 121585751
34 3 0 121585751
34 4 0 121585751
34 5 0 121585751
34 6 0 121585751
34 7 0 121585751
35 2 107351428 273510613
35 3 159595192 221266849
35 4 175236112 205625929
35 5 190865094 189996947
35 6 206482137 174379904
35 7 222087247 158774794
36 2 159508431 272131729
36 3 178650674 252989486
36 4 201767405 229872755
36 5 224218269 207421891
36 6 246741026 184899134
36 7 269826398 161813762
37 2 137843137 277224865
37 3 167498141 247569861
37 4 192362485 222705517
37 5 201628292 213439710
37 6 210378984 204689018
37 7 219135603 195932399
38 2 173045643 291764777
38 3 204145675 260664745
38 4 235855822 228954598
38 5 268722709 196087711
38 6 289828038 174982382
38 7 308888993 155921427
39 2 0 63319335
39 3 0 63319335
39 4 0 63319335
39 5 0 63319335
39 6 0 63319335
39 7 0 63319335
40 2 102261178 127037981
40 3 111755050 117544109
40 4 121193553 108105606
40 5 130598156 98701003
40 6 140000305 89298854
40 7 149442782 79856377
41 2 99132602 129932689
41 3 108580860 120484431
41 4 118077143 110988148
41 5 127623826 101441465
41 6 137229456 91835835
41 7 146906620 82158671
42 2 0 175879777
42 3 0 175879777
42 4 1054041 174825736
42 5 8287178 167592599
42 6 15191017 160688760
42 7 32791743 143088034
43 2 41401528 150814010
43 3 65467114 126748424
43 4 116279530 75936008
43 5 149219428 42996110
43 6 158342500 33873038
43 7 167465572 24749966
44 2 108405296 0
44 3 108405296 0
44 4 108405296 0
44 5 108405296 0
44 6 108405296 0
44 7 108405296 0
45 2 0 66039357
45 3 13784315 52255042
45 4 45502331 20537026
45 5 66039357 0
45 6 66039357 0
45 7 66039357 0
46 2 58526410 0
46 3 58526410 0
46 4 58526410 0
46 5 58526410 0
46 6 58526410 0
46 7 58526410 0
47 2 70807262 111167691
47 3 79611935 102363018
47 4 88416621 93558332
47 5 97221299 84753654
47 6 106025977 75948976
47 7 114830646 67144307
48 2 126186386 307494457
48 3 152493744 281187099
48 4 184106787 249574056
48 5 216470599 217210244
48 6 248861645 184819198
48 7 280810548 152870295
49 2 122888013 157642500
49 3 133124813 147405700
49 4 143361613 137168900
49 5 153598413 126932100
49 6 163835213 116695300
49 7 174072013 106458500
50 2 133347193 168358894
50 3 145062606 156643481
50 4 156592754 145113333
50 5 167727885 133978202
50 6 178308192 123397895
50 7 188393503 113312584
51 2 99273510 189253516
51 3 109298144 179228882
51 4 121092886 167434140
51 5 145431363 143095663
51 6 168389618 120137408
51 7 181728486 106798540
52 2 124429112 217381803
52 3 153854828 187956087
52 4 172569443 169241472
52 5 191321116 150489799
52 6 210109824 131701091
52 7 228935577 112875338
53 2 96537165 205323882
53 3 106642074 195218973
53 4 117785570 184075477
53 5 137349119 164511928
53 6 171365040 130496007
53 7 191960739 109900308
54 2 124610488 227980242
54 3 143937906 208652824
54 4 163678571 188912159
54 5 189694786 162895944
54 6 231041521 121549209
54 7 258599357 93991373
55 2 54992074 186773678
55 3 65101678 176664074
55 4 75134656 166631096
55 5 85090994 156674758
55 6 94970726 146795026
55 7 104773819 136991933
56 2 136719561 281547264
56 3 159307519 258959306
56 4 186642427 231624398
56 5 215126480 203140345
56 6 237779020 180487805
56 7 267026210 151240615
57 2 87131894 265498896
57 3 96091157 256539633
57 4 124707068 227923722
57 5 165958720 186672070
57 6 191357186 161273604
57 7 211070553 141560237
58 2 49615119 49615114
58 3 49615119 49615114
58 4 49615119 49615114
58 5 49615119 49615114
58 6 50845558 48384675
58 7 63135778 36094455
59 2 108405390 49615114
59 3 108405390 49615114
59 4 108405390 49615114
59 5 108405390 49615114
59 6 109635829 48384675
59 7 121926049 36094455
60 2 61333466 101434412
60 3 74002664 88765214
60 4 86560096 76207782
60 5 99018394 63749484
60 6 111554635 51213243
60 7 124168825 38599053
61 2 69759300 100496044
61 3 85127672 85127672
61 4 85127672 85127672
61 5 90206208 80049136
61 6 135820800 34434544
61 7 170255344 0
62 2 60697425 101387512
62 3 73106637 88978300
62 4 85561316 76523621
62 5 98183206 63901731
62 6 110838034 51246903
62 7 123525826 38559111
63 2 40267718 166148868
63 3 48434530 157982056
63 4 56879022 149537564
63 5 67113998 139302588
63 6 87564868 118851718
63 7 105135158 101281428
64 2 241969529 329217588
64 3 273508496 297678621
64 4 305118825 266068292
64 5 336814481 234372636
64 6 368677925 202509192
64 7 403270500 167916617
65 2 150804063 217276194
65 3 178211169 189869088
65 4 197764569 170315688
65 5 217204389 150875868
65 6 236530572 131549685
65 7 255743160 112337097
66 2 135703744 292484313
66 3 155586148 272601909
66 4 177395602 250792455
66 5 212938432 215249625
66 6 247534820 180653237
66 7 272011790 156176267
67 2 111694139 167381769
67 3 122039322 157036586
67 4 132190392 146885516
67 5 142240788 136835120
67 6 152238929 126836979
67 7 162232858 116843050
68 2 137477463 255807488
68 3 156930637 236354314
68 4 176272065 217012886
68 5 195610843 197674108
68 6 214985927 178299024
68 7 234405824 158879127
69 2 107984687 218414705
69 3 117425967 208973425
69 4 126867247 199532145
69 5 155603368 170796024
69 6 193845288 132554104
69 7 210036718 116362674
70 2 51284240 218474659
70 3 60937744 208821155
70 4 70591248 199167651
70 5 106018854 163740045
70 6 142673025 127085874
70 7 152326529 117432370
71 2 140644393 233788188
71 3 160070214 214362367
71 4 179363303 195069278
71 5 211666212 162766369
71 6 243663774 130768807
71 7 253567453 120865128
72 2 100312920 269929347
72 3 119195352 251046915
72 4 138077784 232164483
72 5 177206915 193035352
72 6 225208195 145034072
72 7 251654926 118587341
73 2 112334978 168502128
73 3 121882242 158954864
73 4 131429506 149407600
73 5 140976770 139860336
73 6 150524034 130313072
73 7 160071298 120765808
74 2 93509474 159832515
74 3 103109730 150232259
74 4 112709986 140632003
74 5 122310242 131031747
74 6 131910498 121431491
74 7 141510754 111831235
75 2 111927514 226813680
75 3 132694994 206046200
75 4 153367035 185374159
75 5 173894879 164846315
75 6 193156297 145584897
75 7 212605130 126136064
76 2 109444216 108295213
76 3 119044600 98694829
76 4 128644984 89094445
76 5 138245368 79494061
76 6 147845752 69893677
76 7 157446136 60293293
77 2 94213213 335368310
77 3 118627914 310953609
