77 4 146588111 282993412
77 5 177476099 252105424
77 6 209691271 219890252
77 7 242022321 187559202
78 2 134798157 297349126
78 3 162105508 270041775
78 4 189517377 242629906
78 5 216933299 215213984
78 6 244337841 187809442
78 7 271731016 160416267
79 2 132882734 250642532
79 3 152705813 230819453
79 4 172392790 211132476
79 5 192021245 191504021
79 6 211658528 171866738
79 7 231368143 152157123
80 2 50156120 277498347
80 3 65360263 262294204
80 4 98884516 228769951
80 5 131444543 196209924
80 6 152182020 175472447
80 7 171560768 156093699
81 2 208638616 251120796
81 3 228480009 231279403
81 4 248182472 211576940
81 5 267814862 191944550
81 6 287433593 172325819
81 7 307102660 152656752
82 2 105915774 276324485
82 3 125691040 256549219
82 4 146339452 235900807
82 5 174935833 207304426
82 6 208334444 173905815
82 7 229769946 152470313
83 2 113475016 202623418
83 3 125249698 190848736
83 4 141272314 174826120
83 5 162804955 153293479
83 6 185076174 131022260
83 7 202380181 113718253
84 2 50719840 186916584
84 3 60267104 177369320
84 4 69814368 167822056
84 5 79361632 158274792
84 6 88908896 148727528
84 7 98456160 139180264
85 2 129384204 212996486
85 3 148263621 194117069
85 4 167146053 175234637
85 5 186028485 156352205
85 6 204910917 137469773
85 7 223793349 118587341
86 2 93969514 225844628
86 3 113336495 206477647
86 4 132830971 186983171
86 5 152452651 167361491
86 6 172201572 147612570
86 7 192077683 127736459
87 2 161027231 264140721
87 3 193463488 231704464
87 4 225708706 199459246
87 5 257380982 167786970
87 6 286620003 138547949
87 7 313137058 112030894
88 2 120837745 223608553
88 3 142439474 202006824
88 4 162742785 181703513
88 5 178027670 166418628
88 6 191180636 153265662
88 7 209334818 135111480
89 2 50719840 217186614
89 3 60571454 207335000
89 4 74167043 193739411
89 5 92372116 175534338
89 6 112351638 155554816
89 7 132845596 135060858
90 2 134954448 194399701
90 3 145672978 183681171
90 4 156405240 172948909
90 5 167151261 162202888
90 6 177910996 151443153
90 7 188684487 140669662
91 2 123431309 145907394
91 3 132236045 137102658
91 4 141040781 128297922
91 5 149845517 119493186
91 6 158650253 110688450
91 7 167454989 101883714
92 2 70807248 111167686
92 3 79611920 102363014
92 4 88416599 93558335
92 5 97221286 84753648
92 6 106025963 75948971
92 7 114830636 67144298
93 2 124358525 147105485
93 3 133269373 138194637
93 4 142180221 129283789
93 5 151091069 120372941
93 6 160001917 111462093
93 7 168912765 102551245
94 2 0 128041552
94 3 0 128041552
94 4 0 128041552
94 5 0 128041552
94 6 14571514 113470038
94 7 31871925 96169627
95 2 109183187 0
95 3 109183187 0
95 4 109183187 0
95 5 109183187 0
95 6 109183187 0
95 7 109183187 0
96 2 0 34708994
96 3 0 34708994
96 4 0 34708994
96 5 0 34708994
96 6 0 34708994
96 7 0 34708994
97 2 141681577 169347763
97 3 173190879 137838461
97 4 207910278 103119062
97 5 220187694 90841646
97 6 229530089 81499251
97 7 239727684 71301656
98 2 127154352 230363830
98 3 145792738 211725444
98 4 164472706 193045476
98 5 183217388 174300794
98 6 203639055 153879127
98 7 228520598 128997584
99 2 98529663 115884948
99 3 108215762 106198849
99 4 117875759 96538852
99 5 127691954 86722657
99 6 137986137 76428474
99 7 149446655 64967956
100 2 140461738 218252417
100 3 159198339 199515816
100 4 177887417 180826738
100 5 196539416 162174739
100 6 215282472 143431683
100 7 234680124 124034031
101 2 101155658 205208475
101 3 135134012 171230121
101 4 182311187 124052946
101 5 202561548 103802585
101 6 221384149 84979984
101 7 241197137 65166996
102 2 49874600 228482671
102 3 59262760 219094511
102 4 68650920 209706351
102 5 78039080 200318191
102 6 97979812 180377459
102 7 147837476 130519795
103 2 269449720 193175289
103 3 299168163 163456846
103 4 319999845 142625164
103 5 339043332 123581677
103 6 357774511 104850498
103 7 377281443 85343566
104 2 98058720 227210460
104 3 116516832 208752348
104 4 134974944 190294236
104 5 153433622 171835558
104 6 173323970 151945210
104 7 197571982 127697198
105 2 111007490 138085811
105 3 120342658 128750643
105 4 129677826 119415475
105 5 139012994 110080307
105 6 148348162 100745139
105 7 157683330 91409971
106 2 138849464 156993126
106 3 148184504 147658086
106 4 157519544 138323046
106 5 166854584 128988006
106 6 176189624 119652966
106 7 185524664 110317926
107 2 113498004 203509422
107 3 134219094 182788332
107 4 154793997 162213429
107 5 175506957 141500469
107 6 196364926 120642500
107 7 217367892 99639534
108 2 111007490 146464220
108 3 120342658 137129052
108 4 129677826 127793884
108 5 139012994 118458716
108 6 148348162 109123548
108 7 157683330 99788380
109 2 134971840 230267978
109 3 160378304 204861514
109 4 185784768 179455050
109 5 211222243 154017575
109 6 239188548 126051270
109 7 271651178 93588640
110 2 98058720 178081083
110 3 116516832 159622971
110 4 134974944 141164859
110 5 153433611 122706192
110 6 173254534 102885269
110 7 197318866 78820937
111 2 128117725 168739286
111 3 147019438 149837573
111 4 165922639 130934372
111 5 185013453 111843558
111 6 204664715 92192296
111 7 225942908 70914103
112 2 178722068 181397172
112 3 197370308 162748932
112 4 216050348 144068892
112 5 234795030 125324210
112 6 255216697 104902543
112 7 280098240 80021000
113 2 190390579 169244223
113 3 209130613 150504189
113 4 227811627 131823175
113 5 246442972 113191830
113 6 265190092 94444710
113 7 284573566 75061236
114 2 49593080 156461643
114 3 58928248 147126475
114 4 68263416 137791307
114 5 81629925 124424798
114 6 102535737 103518986
114 7 127794350 78260373
115 2 105049684 144378592
115 3 127348496 122079780
115 4 150383141 99045135
115 5 165362786 84065490
115 6 175524584 73903692
115 7 185013211 64415065
116 2 86599738 175543790
116 3 95828794 166314734
116 4 105057850 157085678
116 5 114286906 147856622
116 6 123515962 138627566
116 7 132745018 129398510
117 2 138834060 137210388
117 3 157292172 118752276
117 4 175750284 100294164
117 5 194208396 81836052
117 6 212666508 63377940
117 7 231124620 44919828
118 2 89588527 148331513
118 3 108955592 128964448
118 4 128505166 109414874
118 5 148237247 89682793
118 6 168151845 69768195
118 7 188248965 49671075
119 2 156371571 180468873
119 3 188222052 148618392
119 4 219353375 117487069
119 5 248002015 88838429
119 6 274046146 62794298
119 7 293352435 43488009
120 2 119019353 146100842
120 3 133963517 131156678
120 4 148024842 117095353
120 5 167667282 97452913
120 6 188678789 76441406
120 7 210254707 54865488
121 2 164522084 148563589
121 3 183947603 129138070
121 4 203547186 109538487
121 5 223320797 89764876
121 6 243268446 69817227
121 7 263390158 49695515
122 2 116848311 134522914
122 3 127544928 123826297
122 4 138237378 113133847
122 5 148925661 102445564
122 6 159609799 91761426
122 7 170289776 81081449
123 2 110597938 151665604
123 3 121154585 141108957
123 4 138502794 123760748
123 5 155531235 106732307
123 6 165322160 96941382
123 7 174038176 88225366
124 2 91488524 134675966
124 3 100187148 125977342
124 4 108885772 117278718
124 5 117584396 108580094
124 6 126283020 99881470
124 7 134981644 91182846
125 2 109555166 152620565
125 3 119393647 142782084
125 4 136410668 125765063
125 5 153853502 108322229
125 6 164355366 97820365
125 7 173345604 88830127
126 2 15173371 122801625
126 3 48062266 89912730
126 4 79625067 58349929
126 5 113406035 24568961
126 6 135945836 2029160
126 7 137974996 0
